rating,title,author,date,helpful_votes,clean_review,pos_counts,constituency_tree,dependency_tree,named_entities
9.0,Full of Confidence,talking_about_movies,"Jun 3, 2023",,full confid,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('full', 'amod', 'confid'), ('confid', 'ROOT', 'confid')]",{}
10.0,Absolutely phenomninal,Donki,"Jun 1, 2023",,absolut phenomnin,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('absolut phenomnin', 'ROOT', 'phenomnin')]","[('absolut', 'compound', 'phenomnin'), ('phenomnin', 'ROOT', 'phenomnin')]",{'PERSON': 1}
8.0,"Fantastic movie surpasses the first, but is a secret two-parter.",redscotts,"Jun 9, 2023",,fantast movi surpass first secret twopart,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('fantast movi surpass first secret twopart', 'ROOT', 'twopart')]","[('fantast', 'compound', 'movi'), ('movi', 'compound', 'twopart'), ('surpass', 'amod', 'twopart'), ('first', 'amod', 'twopart'), ('secret', 'amod', 'twopart'), ('twopart', 'ROOT', 'twopart')]",{'ORDINAL': 1}
9.0,What Marvel is Lacking,aigmale,"Nov 27, 2023",,marvel lack,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('marvel lack', 'ROOT', 'lack')]","[('marvel', 'amod', 'lack'), ('lack', 'ROOT', 'lack')]",{}
7.0,A really amazing (LONG) trailer for the 3rd movie,russwrpiujfjuhj,"Jun 9, 2023",,realli amaz long trailer rd movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('realli', 'ROOT', 'realli'), ('long trailer rd movi', 'pobj', 'amaz')]","[('realli', 'ROOT', 'realli'), ('amaz', 'prep', 'realli'), ('long', 'amod', 'movi'), ('trailer', 'compound', 'rd'), ('rd', 'compound', 'movi'), ('movi', 'pobj', 'amaz')]",{}
7.0,Very good...,Thanos_Alfie,"Dec 15, 2024",,good,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('good', 'ROOT', 'good')]",{}
4.0,Long Movie that doesn't Finish,brandonhart-47491,"Jun 6, 2023",,long movi doesnt finish,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('long movi', 'nsubj', 'finish')]","[('long', 'amod', 'movi'), ('movi', 'nsubj', 'finish'), ('does', 'aux', 'finish'), ('nt', 'neg', 'finish'), ('finish', 'ROOT', 'finish')]",{}
10.0,Best Spider-Man movie ever made period,SpiderMan2543,"Aug 6, 2023",,best spiderman movi ever made period,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best spiderman movi', 'nsubj', 'made'), ('period', 'dobj', 'made')]","[('best', 'amod', 'movi'), ('spiderman', 'compound', 'movi'), ('movi', 'nsubj', 'made'), ('ever', 'advmod', 'made'), ('made', 'ROOT', 'made'), ('period', 'dobj', 'made')]",{}
10.0,A Cinematic Masterpiece!,bluenuriya,"Aug 17, 2023",,cinemat masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('cinemat masterpiec', 'ROOT', 'masterpiec')]","[('cinemat', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,"Like mushrooms, with a better soundtrack",Equuleus78,"Jun 7, 2023",,like mushroom better soundtrack,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mushroom', 'nsubj', 'soundtrack')]","[('like', 'intj', 'soundtrack'), ('mushroom', 'nsubj', 'soundtrack'), ('better', 'amod', 'soundtrack'), ('soundtrack', 'ROOT', 'soundtrack')]",{}
9.0,"Just to save you, I'd give all of me",Muhammad29,"Jun 6, 2023",,save id give,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('i', 'dobj', 'save'), ('d', 'dobj', 'save')]","[('save', 'dep', 'give'), ('i', 'dobj', 'save'), ('d', 'dobj', 'save'), ('give', 'ROOT', 'give')]",{}
10.0,Beautifully Animated Masterpiece,tomietommy,"Aug 17, 2023",,beauti anim masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('beauti anim masterpiec', 'ROOT', 'masterpiec')]","[('beauti', 'compound', 'anim'), ('anim', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
10.0,Fantastic Movie,frederikejrnaes,"Aug 6, 2023",,fantast movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('fantast movi', 'ROOT', 'movi')]","[('fantast', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{}
7.0,I needed to watch this movie,pauloalexandre1,"Jun 17, 2023",,need watch movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi', 'dobj', 'watch')]","[('need', 'ROOT', 'need'), ('watch', 'xcomp', 'need'), ('movi', 'dobj', 'watch')]",{}
10.0,Smth to blow your mind in a good way,emilliomilka,"Aug 15, 2023",,smth blow mind good way,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('smth blow mind', 'ROOT', 'mind')]","[('smth', 'compound', 'blow'), ('blow', 'compound', 'mind'), ('mind', 'ROOT', 'mind'), ('good', 'amod', 'way'), ('way', 'npadvmod', 'mind')]",{}
7.0,Good film,michellecar-FLgal,"Oct 19, 2024",,good film,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('good film', 'ROOT', 'film')]","[('good', 'amod', 'film'), ('film', 'ROOT', 'film')]",{}
2.0,Overrrated style over substance,gssssym,"Jul 12, 2023",,overrr style substanc,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('overrr style substanc', 'ROOT', 'substanc')]","[('overrr', 'compound', 'style'), ('style', 'compound', 'substanc'), ('substanc', 'ROOT', 'substanc')]",{}
10.0,A masterfully written sequel,janfrankowski,"Nov 10, 2023",,master written sequel,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('sequel', 'dobj', 'written')]","[('master', 'npadvmod', 'written'), ('written', 'ROOT', 'written'), ('sequel', 'dobj', 'written')]",{}
10.0,Something Else,addisonyanito,"Jun 2, 2023",,someth el,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('someth el', 'ROOT', 'el')]","[('someth', 'compound', 'el'), ('el', 'ROOT', 'el')]",{'GPE': 1}
10.0,An animated masterpiece,nhakusho,"Oct 26, 2023",,anim masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anim masterpiec', 'ROOT', 'masterpiec')]","[('anim', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
9.0,Sensory Overload in the best possible way.,Sdsman1117,"Jun 4, 2023",,sensori overload best possibl way,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('sensori overload', 'ROOT', 'overload'), ('best possibl way', 'appos', 'overload')]","[('sensori', 'compound', 'overload'), ('overload', 'ROOT', 'overload'), ('best', 'amod', 'way'), ('possibl', 'compound', 'way'), ('way', 'appos', 'overload')]",{}
10.0,Spider-Man: Across the Spider-Verse Its a Masterpiece,batistaptrigo,"Nov 2, 2023",,spiderman across spidervers masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'ROOT', 'spiderman'), ('spidervers', 'pobj', 'across'), ('masterpiec', 'appos', 'spiderman')]","[('spiderman', 'ROOT', 'spiderman'), ('across', 'prep', 'spiderman'), ('spidervers', 'pobj', 'across'), ('masterpiec', 'appos', 'spiderman')]",{}
10.0,God tier,ayushsandilya-43251,"Jul 9, 2023",,god tier,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('god tier', 'ROOT', 'tier')]","[('god', 'compound', 'tier'), ('tier', 'ROOT', 'tier')]",{}
7.0,Out of this world visuals! Lacking development.,smithhudson,"Jun 25, 2023",,world visual lack develop,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('world visual lack', 'nsubj', 'develop')]","[('world', 'nmod', 'lack'), ('visual', 'amod', 'lack'), ('lack', 'nsubj', 'develop'), ('develop', 'ROOT', 'develop')]",{}
10.0,Wow!! I was left speechless with a smile on my face!,MrMultiVerse,"Aug 13, 2023",,wow left speechless smile face,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('speechless smile face', 'dobj', 'left')]","[('wow', 'intj', 'left'), ('left', 'ROOT', 'left'), ('speechless', 'amod', 'smile'), ('smile', 'compound', 'face'), ('face', 'dobj', 'left')]",{}
7.0,Excessive hip hop and comic style narrative weighs down an otherwise good movie,jayenjr,"Jun 5, 2023",,excess hip hop comic style narr weigh otherwis good movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('excess hip hop comic style narr', 'nsubj', 'weigh'), ('good movi', 'dobj', 'weigh')]","[('excess', 'amod', 'style'), ('hip', 'nmod', 'hop'), ('hop', 'nmod', 'style'), ('comic', 'amod', 'style'), ('style', 'compound', 'narr'), ('narr', 'nsubj', 'weigh'), ('weigh', 'ROOT', 'weigh'), ('otherwis', 'prt', 'weigh'), ('good', 'amod', 'movi'), ('movi', 'dobj', 'weigh')]",{'ORG': 1}
3.0,I left before the end,olivierpichon,"Jul 8, 2023",,left end,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('end', 'dobj', 'left')]","[('left', 'ROOT', 'left'), ('end', 'dobj', 'left')]",{}
9.0,Wow,eoinageary,"Jul 12, 2023",,wow,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('wow', 'ROOT', 'wow')]",{}
9.0,Spider-Man: Across the Spider-Verse is gloriously additive,elroysalam,"Aug 26, 2023",,spiderman across spidervers glorious addit,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'ROOT', 'spiderman'), ('spidervers glorious addit', 'pobj', 'across')]","[('spiderman', 'ROOT', 'spiderman'), ('across', 'prep', 'spiderman'), ('spidervers', 'nmod', 'addit'), ('glorious', 'amod', 'addit'), ('addit', 'pobj', 'across')]",{}
10.0,HORRIBLE!,NewgenW,"Jun 4, 2023",,horribl,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('horribl', 'ROOT', 'horribl')]",{}
10.0,Wonderful Spider-Man Movie. 10/10,matthewraymer,"Jul 29, 2023",,wonder spiderman movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('wonder', 'ROOT', 'wonder'), ('spiderman movi', 'dobj', 'wonder')]","[('wonder', 'ROOT', 'wonder'), ('spiderman', 'compound', 'movi'), ('movi', 'dobj', 'wonder')]",{}
9.0,Spider-Tastic,JhoanGutierreZ,"Jun 5, 2023",,spidertast,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('spidertast', 'ROOT', 'spidertast')]",{}
10.0,(Not) the only one,kosmasp,"Jun 3, 2023",,one,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('one', 'ROOT', 'one')]",{'CARDINAL': 1}
,"Across The Corporate-verse, Cartoon All Stars to the rescue for the tik tok generation",FrankDrive,"Jun 24, 2023",,across corporatevers cartoon star rescu tik tok gener,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('corporatevers cartoon star rescu tik tok gener', 'pobj', 'across')]","[('across', 'ROOT', 'across'), ('corporatevers', 'compound', 'star'), ('cartoon', 'compound', 'star'), ('star', 'compound', 'tik'), ('rescu', 'compound', 'tik'), ('tik', 'compound', 'tok'), ('tok', 'compound', 'gener'), ('gener', 'pobj', 'across')]",{}
7.0,It's good just different,ruinouslore,"Jun 21, 2023",,good differ,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('good', 'nsubj', 'differ'), ('differ', 'ROOT', 'differ')]",{}
9.0,Doesn't need to split into 2-part movies but they did anyway for money,amzn-17903,"Jun 13, 2023",,doesnt need split part movi anyway money,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('split part movi', 'dobj', 'need')]","[('does', 'aux', 'need'), ('nt', 'neg', 'need'), ('need', 'ROOT', 'need'), ('split', 'amod', 'movi'), ('part', 'compound', 'movi'), ('movi', 'dobj', 'need'), ('anyway', 'advmod', 'need'), ('money', 'npadvmod', 'need')]",{}
6.0,A FLAWED MASTERPIECE,vicentedeiros,"Jun 11, 2023",,flaw masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('flaw masterpiec', 'ROOT', 'masterpiec')]","[('flaw', 'compound', 'masterpiec'), ('masterpiec', 'ROOT', 'masterpiec')]",{}
1.0,"Zero plot, dragged. The definition of underwhelmed",pdhemming,"Jun 5, 2023",,zero plot drag definit underwhelm,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('zero', 'nummod', 'definit'), ('plot', 'compound', 'definit'), ('drag', 'compound', 'definit'), ('definit', 'compound', 'underwhelm'), ('underwhelm', 'ROOT', 'underwhelm')]",{'CARDINAL': 1}
8.0,This movie is the definition of blue balls,Jordyboy2187,"Jun 1, 2023",,movi definit blue ball,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('movi definit blue ball', 'ROOT', 'ball')]","[('movi', 'compound', 'definit'), ('definit', 'compound', 'ball'), ('blue', 'compound', 'ball'), ('ball', 'ROOT', 'ball')]",{}
10.0,I never expected it would be possible to top the first one!,vithiet,"Aug 20, 2023",,never expect would possibl top first one,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('never', 'neg', 'expect'), ('expect', 'ROOT', 'expect'), ('would', 'aux', 'possibl'), ('possibl', 'ccomp', 'expect'), ('top', 'dobj', 'possibl'), ('first', 'amod', 'one'), ('one', 'dobj', 'possibl')]","{'ORDINAL': 1, 'CARDINAL': 1}"
10.0,Masterpiece.,rexmatthewj,"Jun 1, 2023",,masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec', 'ROOT', 'masterpiec')]","[('masterpiec', 'ROOT', 'masterpiec')]",{}
8.0,5 Years Was Worth the Wait!,demonblade-37792,"Jun 5, 2023",,year worth wait,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('year', 'npadvmod', 'wait'), ('worth', 'amod', 'year'), ('wait', 'ROOT', 'wait')]",{'DATE': 1}
10.0,Easily the best film of the year thus far,moviemanmo973,"Jun 2, 2023",,easili best film year thu far,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('easili best film year thu', 'ROOT', 'thu')]","[('easili', 'compound', 'thu'), ('best', 'amod', 'film'), ('film', 'compound', 'thu'), ('year', 'compound', 'thu'), ('thu', 'ROOT', 'thu'), ('far', 'advmod', 'thu')]",{}
6.0,The Indian Spider-Man was the best part,parisbrunner,"Aug 20, 2023",,indian spiderman best part,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('indian spiderman best part', 'ROOT', 'part')]","[('indian', 'amod', 'spiderman'), ('spiderman', 'nmod', 'part'), ('best', 'amod', 'part'), ('part', 'ROOT', 'part')]",{'NORP': 1}
8.0,Meaningful,boblipton,"Jun 11, 2023",,meaning,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('meaning', 'ROOT', 'meaning')]",{}
7.0,Looking forward to part 3,thunt,"Jun 26, 2023",,look forward part,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('look', 'ROOT', 'look'), ('forward', 'advmod', 'look'), ('part', 'npadvmod', 'look')]",{}
1.0,High budget trash.,normalization,"Jun 16, 2023",,high budget trash,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('high budget trash', 'ROOT', 'trash')]","[('high', 'amod', 'budget'), ('budget', 'compound', 'trash'), ('trash', 'ROOT', 'trash')]",{}
10.0,It took me a rewatch to fully appreciate this masterpiece,evansjoshyr,"Jun 25, 2023",,took rewatch fulli appreci masterpiec,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('rewatch fulli appreci masterpiec', 'dobj', 'took')]","[('took', 'ROOT', 'took'), ('rewatch', 'compound', 'appreci'), ('fulli', 'compound', 'appreci'), ('appreci', 'compound', 'masterpiec'), ('masterpiec', 'dobj', 'took')]",{'PERSON': 1}
9.0,FOR THE FANS!!!!,Aziz24,"Jul 10, 2023",,fan,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('fan', 'ROOT', 'fan')]","[('fan', 'ROOT', 'fan')]",{}
10.0,"If the animation style is not an issue, this is awesome.",CorumJI,"Jun 6, 2023",,anim style issu awesom,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anim style issu awesom', 'ROOT', 'awesom')]","[('anim', 'compound', 'style'), ('style', 'compound', 'awesom'), ('issu', 'compound', 'awesom'), ('awesom', 'ROOT', 'awesom')]",{'PERSON': 1}
9.0,Spider-Man Continues To Be Amazing,sme3,"Jul 3, 2023",,spiderman continu amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman continu', 'ROOT', 'continu')]","[('spiderman', 'compound', 'continu'), ('continu', 'ROOT', 'continu'), ('amaz', 'advmod', 'continu')]",{}
10.0,Mindblowing Action,PastaDental,"Aug 26, 2023",,mindblow action,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('action', 'dobj', 'mindblow')]","[('mindblow', 'ROOT', 'mindblow'), ('action', 'dobj', 'mindblow')]",{}
10.0,Visually stunning and emotionally satisfying,jacksongaming-80094,"Jun 1, 2023",,visual stun emot satisfi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('visual stun emot', 'ROOT', 'emot')]","[('visual', 'amod', 'emot'), ('stun', 'compound', 'emot'), ('emot', 'ROOT', 'emot'), ('satisfi', 'npadvmod', 'emot')]",{}
6.0,Did you really have to end it that way?,ledadaehler,"Jun 5, 2023",,realli end way,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('realli end way', 'ROOT', 'way')]","[('realli', 'compound', 'end'), ('end', 'compound', 'way'), ('way', 'ROOT', 'way')]",{}
9.0,Super Worth It! Don't miss this chance!,arvinjanasis,"Jun 6, 2023",,super worth dont miss chanc,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('super worth', 'nsubj', 'miss'), ('chanc', 'dobj', 'miss')]","[('super', 'advmod', 'worth'), ('worth', 'nsubj', 'miss'), ('do', 'aux', 'miss'), ('nt', 'neg', 'miss'), ('miss', 'ROOT', 'miss'), ('chanc', 'dobj', 'miss')]",{}
6.0,Half a movie,snailbait-43727,"Jun 25, 2023",,half movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('half movi', 'ROOT', 'movi')]","[('half', 'compound', 'movi'), ('movi', 'ROOT', 'movi')]",{'CARDINAL': 1}
1.0,When you watch trash like this its a sure sign civilization has collapsed.,Vivekmaru45,"Aug 11, 2023",,watch trash like sure sign civil collaps,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('trash', 'dobj', 'watch'), ('civil collaps', 'dobj', 'sign')]","[('watch', 'ROOT', 'watch'), ('trash', 'dobj', 'watch'), ('like', 'mark', 'sign'), ('sure', 'amod', 'sign'), ('sign', 'advcl', 'watch'), ('civil', 'amod', 'collaps'), ('collaps', 'dobj', 'sign')]",{}
10.0,A masterpiece of animation and cinema,mahmus,"Jun 4, 2023",,masterpiec anim cinema,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('masterpiec anim cinema', 'ROOT', 'cinema')]","[('masterpiec', 'amod', 'cinema'), ('anim', 'compound', 'cinema'), ('cinema', 'ROOT', 'cinema')]",{}
10.0,I regret choosing not to watch this in the theater.,TreeFiddy53,"Aug 14, 2023",,regret choos watch theater,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('regret choos', 'nsubj', 'watch'), ('theater', 'dobj', 'watch')]","[('regret', 'compound', 'choos'), ('choos', 'nsubj', 'watch'), ('watch', 'ROOT', 'watch'), ('theater', 'dobj', 'watch')]",{}
10.0,New Level of Expansion of the Spiderverse,timeblank,"Jun 8, 2023",,new level expans spidervers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('new level expans spidervers', 'ROOT', 'spidervers')]","[('new', 'amod', 'level'), ('level', 'compound', 'spidervers'), ('expans', 'compound', 'spidervers'), ('spidervers', 'ROOT', 'spidervers')]",{'NORP': 1}
10.0,How Do I Feel This Connected to These Characters?,jordyntsmith,"Jun 7, 2023",,feel connect charact,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('connect charact', 'dobj', 'feel')]","[('feel', 'ROOT', 'feel'), ('connect', 'amod', 'charact'), ('charact', 'dobj', 'feel')]",{}
8.0,Better than into the spider verse,jackmc-26273,"Jun 2, 2023",,better spider vers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('better spider vers', 'ROOT', 'vers')]","[('better', 'amod', 'vers'), ('spider', 'compound', 'vers'), ('vers', 'ROOT', 'vers')]",{}
10.0,I. Love. It.,zerturk,"Jul 24, 2023",,love,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('love', 'ROOT', 'love')]","[('love', 'ROOT', 'love')]",{}
6.0,"Ambitious, comic fan oriented, slow start, satisfactory",ysun-90051,"Jun 12, 2023",,ambiti comic fan orient slow start satisfactori,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('ambiti comic fan orient slow', 'nsubj', 'start')]","[('ambiti', 'compound', 'slow'), ('comic', 'compound', 'fan'), ('fan', 'compound', 'orient'), ('orient', 'compound', 'slow'), ('slow', 'nsubj', 'start'), ('start', 'compound', 'satisfactori'), ('satisfactori', 'ROOT', 'satisfactori')]",{}
10.0,Animation review,amirhoseinahg,"Oct 11, 2023",,anim review,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('anim review', 'ROOT', 'review')]","[('anim', 'compound', 'review'), ('review', 'ROOT', 'review')]",{}
6.0,Took a very nice nap during this movie,dmartid,"Jul 8, 2023",,took nice nap movi,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nice nap movi', 'dobj', 'took')]","[('took', 'ROOT', 'took'), ('nice', 'amod', 'movi'), ('nap', 'compound', 'movi'), ('movi', 'dobj', 'took')]",{}
1.0,Waste,phiup,"Aug 14, 2023",,wast,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('wast', 'ROOT', 'wast')]","[('wast', 'ROOT', 'wast')]",{}
10.0,Awesome,cheesy-58291,"Jun 4, 2023",,awesom,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('awesom', 'ROOT', 'awesom')]","[('awesom', 'ROOT', 'awesom')]",{}
9.0,Just watched Across the Spider-Verse,Curtain_Call_Films,"Jul 8, 2023",,watch across spidervers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spidervers', 'pobj', 'across')]","[('watch', 'ROOT', 'watch'), ('across', 'prep', 'watch'), ('spidervers', 'pobj', 'across')]",{}
10.0,Spiderman,colakyusuf-79463,"Jun 5, 2023",,spiderman,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'ROOT', 'spiderman')]","[('spiderman', 'ROOT', 'spiderman')]",{}
9.0,SPIDERVERSE DONE RIGHT!,TheNeumanator,"Jul 8, 2023",,spidervers done right,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spidervers', 'nsubj', 'done')]","[('spidervers', 'nsubj', 'done'), ('done', 'ROOT', 'done'), ('right', 'advmod', 'done')]",{}
10.0,Quite Possibly the Greatest Animated Movie of All Time!,oooommmmiiiiii,"Jul 24, 2023",,quit possibl greatest anim movi time,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('quit', 'ROOT', 'quit'), ('possibl', 'compound', 'anim'), ('greatest', 'amod', 'anim'), ('anim', 'compound', 'movi'), ('movi', 'compound', 'time'), ('time', 'npadvmod', 'quit')]",{}
10.0,Spider-Man: Across the Spider-Verse,ergo-58534,"Jul 12, 2023",,spiderman across spidervers,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('spiderman', 'ROOT', 'spiderman'), ('spidervers', 'pobj', 'across')]","[('spiderman', 'ROOT', 'spiderman'), ('across', 'prep', 'spiderman'), ('spidervers', 'pobj', 'across')]",{}
6.0,Too many speeches,rotten-potatoes,"Jun 5, 2023",,mani speech,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mani speech', 'ROOT', 'speech')]","[('mani', 'compound', 'speech'), ('speech', 'ROOT', 'speech')]",{'PERSON': 1}
10.0,Best movie I've ever watched,bentenfanboy,"Jun 6, 2023",,best movi ive ever watch,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('best movi', 'ROOT', 'movi'), ('i', 'nsubj', 'watch')]","[('best', 'amod', 'movi'), ('movi', 'ROOT', 'movi'), ('i', 'nsubj', 'watch'), ('ve', 'aux', 'watch'), ('ever', 'advmod', 'watch'), ('watch', 'relcl', 'movi')]",{}
7.0,"Story is great, visuals are sometimes painful.",ameliamuldrew-12905,"Aug 10, 2023",,stori great visual sometim pain,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('great visual sometim pain', 'dobj', 'stori')]","[('stori', 'ROOT', 'stori'), ('great', 'amod', 'pain'), ('visual', 'amod', 'sometim'), ('sometim', 'amod', 'pain'), ('pain', 'dobj', 'stori')]",{}
2.0,Boring but illustrated good,julie-arney,"Oct 4, 2023",,bore illustr good,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('bore', 'ROOT', 'bore'), ('illustr', 'dobj', 'bore')]","[('bore', 'ROOT', 'bore'), ('illustr', 'dobj', 'bore'), ('good', 'advmod', 'bore')]",{}
10.0,Never give up.,nrucker-87512,"Jun 3, 2023",,never give,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('never', 'neg', 'give'), ('give', 'ROOT', 'give')]",{}
10.0,Miles Morale,mcraedouglas06,"Oct 3, 2023",,mile moral,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('mile', 'ROOT', 'mile')]","[('mile', 'ROOT', 'mile'), ('moral', 'amod', 'mile')]",{}
10.0,Amazing,itsjordandelluta,"Nov 23, 2024",,amaz,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}",[],"[('amaz', 'ROOT', 'amaz')]",{}
10.0,This needs to be nominated for best picture..,charpercrp,"Jun 2, 2023",,need nomin best pictur,"{'Noun': 0, 'Verb': 0, 'Adjective': 0, 'Adverb': 0}","[('nomin best pictur', 'dobj', 'need')]","[('need', 'ROOT', 'need'), ('nomin', 'nmod', 'pictur'), ('best', 'amod', 'pictur'), ('pictur', 'dobj', 'need')]",{}
